author,comment,likes,published_at
@Christian_Luczejko,I’m so glad this is the real version of the dialog. So much better than the ones YouTubers were claiming was real.,2,2025-12-30T16:35:16Z
@JocMiles,Wait...no 80s theme music? No goofy one liners? Screaming goats???? Actual story telling???? 😲,0,2025-12-30T16:35:10Z
@kagi74kakko,ソー！！！！！！！,0,2025-12-30T16:35:08Z
@RuslanSulkhanishvili,It's nice to see a serious Thor. Waititi made Thor into a clown and a buffoon. I hope the Russo brothers fix that.,0,2025-12-30T16:35:06Z
@maloxkraken8652,"Thors father is already dead, who is he is praying to?",0,2025-12-30T16:35:05Z
@diyarsengol6180,There we are.,0,2025-12-30T16:35:04Z
@CharlesDarwinBarkley,When will this end? how long are they gonna milk this crap?,0,2025-12-30T16:35:02Z
@usmankhatri8278,"Only those who know, what is this green in avengers logo.",0,2025-12-30T16:35:01Z
@GHfan4life,Oh we are SO back!,0,2025-12-30T16:35:01Z
@NKO_lindo,ive been praying for this downfall for years,0,2025-12-30T16:35:00Z
@AstonOne77,seems like thor is gonna die :(,0,2025-12-30T16:35:00Z
@isaiahhenio4556,Odin: I Will Give You Your Strength My Son,0,2025-12-30T16:34:56Z
@haoquangdang6031,I can’t wait to watch it and,2,2025-12-30T16:34:56Z
@kamar5303,God of war feels,0,2025-12-30T16:34:56Z
@thecomicsensei,Peak Incoming. 📈,0,2025-12-30T16:34:53Z
@xavierraymundo2843,Thor volvió a su PRIME,1,2025-12-30T16:34:51Z
@outlawmuleys4638,Who thought a minute long trailer with only words could make you wanna run through a brick wall so easily👊🔥,0,2025-12-30T16:34:48Z
@joeybillions,We have Taika and his parody in love and thunder to thank for an overly serious Thor here.,0,2025-12-30T16:34:47Z
@Rouno2804,now its feel like real,0,2025-12-30T16:34:43Z
@ariwuisang942,Where is Loki ?,0,2025-12-30T16:34:43Z
@shivaayop3440,Rune king is coming 💀💀☠️☠️☠️,0,2025-12-30T16:34:40Z
@jorgep19651,Why does this speech trigger my paternal instinct?,0,2025-12-30T16:34:36Z
@adahprakashvarghees6395,LETYS GOOOO!,0,2025-12-30T16:34:32Z
@coreandteddy,Thor about to enter super saiyan mode,0,2025-12-30T16:34:25Z
@gandalfonwheels,One more week until the trailer we actually want to see,0,2025-12-30T16:34:24Z
@MrGodman1981,Is Thor praying for Captains child. I think Chris Evans role is limited in this one,0,2025-12-30T16:34:18Z
@jp96-c7m,I miss Thor's wavy blonde locks 😅,0,2025-12-30T16:34:17Z
@AkaBalez,"Ok, Marvel I see what you are doing with these teasers! 👏🏾👏🏾",0,2025-12-30T16:34:15Z
@mintunn2510,Im here,0,2025-12-30T16:34:12Z
@ronnyshama,Rest in peace thor's GLORIOUS luscious locks of golden hair 😢,0,2025-12-30T16:34:08Z
@louisd6410,Next: Tony Stark,0,2025-12-30T16:34:06Z
@Gabi-m1y,"OMG THAT""S SOOO GOOOD!",0,2025-12-30T16:34:04Z
@ShuhratIsmailov-d4y,Pleasee we want Wanda backk😢😢😢😢😢,0,2025-12-30T16:34:04Z
@ShubhamKumar-nz3zb,Yesss...!! That's what I was talking about !!!💪🔥💪✌️,0,2025-12-30T16:33:57Z
@maxmustermann4409,Rune King Thor is coming,1,2025-12-30T16:33:51Z
@toryrods,What happened to Thor's False eye from Endgame?,1,2025-12-30T16:33:47Z
@redt8311,"Maybe in this one Thor will become the king he supposed to be. But at this stage, I highly doubt it.  Either way though this more serious tone is good.",0,2025-12-30T16:33:45Z
@laughterishealer2584,"This is the thor which we wanted , the odinson GOD OF THUNDER!",0,2025-12-30T16:33:42Z
@fernandocalixto7678,no lo maten x fa,0,2025-12-30T16:33:38Z
@jitchakraborty1,Jisne leak kya uska carrier🥹🥹🥹🥹🥹🙏🙏🙏🙏🙏🙏 Om shanti 🙏🙏🙏🙏🙏🙏🙏🙏,0,2025-12-30T16:33:38Z
@FigaroR0,"It's worrying if Thor ""the strongest avenger"" is praying...",0,2025-12-30T16:33:33Z
@abhishekchauhan7800,🔥🔥🙌,0,2025-12-30T16:33:27Z
@DrKirby_Animations,it’s time…….for Doom.,0,2025-12-30T16:33:24Z
@conbrawn77,This makes me think we're gonna get short teaser trailers for every hero for the countdown.,0,2025-12-30T16:33:24Z
@YoureGhey,As long as Stormbreaker is done being the jealous GF then this is going to be great,0,2025-12-30T16:33:16Z
@MIDE,they really put this man in a love triangle with his axe and stuck him in a movie with screaming goats smh,1,2025-12-30T16:33:16Z
@tornadoawe,"""WHETHER 11 HOURS OR 11 MONTHS, THOR WILL RETURN."" - a man",0,2025-12-30T16:33:16Z
@girlexploringparis,"Please Marvel, don't kill Thor in this film...Iron man's death was devastating enough...",0,2025-12-30T16:33:15Z
@Tripokaridos22,Meh.,1,2025-12-30T16:33:13Z
@SzzBora,I think marvel cook doomsday 🔥♥️,0,2025-12-30T16:33:07Z
@rayhanmustakim7073,He's turning liks Kratos.,0,2025-12-30T16:33:04Z
@rohanpatel7091,Oh my gosh it is just epic . Thor in his infinty haircut and the sound of the thunder just made me realised that the fight is going to be intense,0,2025-12-30T16:33:01Z
@marinceiionut8723,"This is epic ,it will be the best movie of the year !",0,2025-12-30T16:32:59Z
@KickitlikeSam,"Thors haircut defines him 😮
Long: More Funny, less serious
Short: Less funny, More serious",0,2025-12-30T16:32:59Z
@DeadlineDork3,SHAKESPEAREAN THOR IS BACK!!!,1,2025-12-30T16:32:53Z
@arjunbhattacherjee,It’s kinda ok…meh meh…,0,2025-12-30T16:32:52Z
@ReddyReddyhit,Be supported Thor,0,2025-12-30T16:32:52Z
@laxmanchohan6561,Return of real Thor 😊😊😊😊😊,0,2025-12-30T16:32:51Z
@shear7130,i wish thor also had a biological daughter/son,0,2025-12-30T16:32:51Z
@letsgetit142gaming9,"As Father I felt this, Thor for the first time has something of value to lose",0,2025-12-30T16:32:49Z
@fahimot4880,what is that hidden code bruh,0,2025-12-30T16:32:46Z
@RSEDIT150,I love marvel movies❤,2,2025-12-30T16:32:40Z
@gameyt00qq,"Guys, you saw that one of Thor's hands is cut off, something Doom cut off during the fighting. 😢😢😢😢😢😢",1,2025-12-30T16:32:40Z
@THEWinners8,Holy new Characters 🙏,0,2025-12-30T16:32:33Z
@farhanmds3015,Ai,0,2025-12-30T16:32:33Z
@kor3yanwolf,The world needs this.,0,2025-12-30T16:32:32Z
@Infamazing,WE ARE SO BACK,0,2025-12-30T16:32:29Z
@makrandbhatt,I think Thor's going to die in one of the next avengers movies. 👀,0,2025-12-30T16:32:29Z
@prajwalsherke,Thor's tears means.. Something big is going to happen 😯,0,2025-12-30T16:32:28Z
@yeshuadcosta,"""So that I may fight once more, defeat one more enemy"" 😮 this movie's gonna be epic",0,2025-12-30T16:32:25Z
@mohamedkeddache4202,"spoiler alert, tomorrow they will release a video saying: ""Iron Man will return""",0,2025-12-30T16:32:25Z
@Grandregenthragg095,The boys are back in town.,0,2025-12-30T16:32:24Z
@Swalih_ap,Iam waiting for R. D. J.....,0,2025-12-30T16:32:24Z
@MisterMysterious1,"So far, everything is related to families. We saw Cap with the child and now Thor as well. Interesting!",0,2025-12-30T16:32:22Z
@TacticalNarcissist,"en masse trolling, i respect it",0,2025-12-30T16:32:17Z
@SuperICEMAN15,Why Was Thor Crying Though?,0,2025-12-30T16:32:13Z
@DeadlineDork3,I feel like that one clip was better than all of love & thunder.,46,2025-12-30T16:32:12Z
@erotion316,"Avengers: Doomsday? More like, Bore: Ragnarok",0,2025-12-30T16:32:12Z
@kenkaneki9176,The doomsday clock is ticking. Who's next on the roster?,0,2025-12-30T16:32:09Z
@The_RagingGamer,Disney is gonna ruin this movie one way or another still,1,2025-12-30T16:32:05Z
@sneakyfox5,"Thor’s PRAYING?? Oh, I’m scared! Don’t kill my boy! 😱😭",0,2025-12-30T16:32:04Z
@friesregularsize,"It’s interesting to see a “god” saying a prayer. 

Same time, it’s also a little funny to watch because it reminds me of Conan saying his prayer to Crom in that movie. The ultimate gag, which they cut out of the trailer, would be to see him end with: “And if you do not listen? Then to hell with you!!”",0,2025-12-30T16:32:01Z
@kartikkulkarni9744,Plz a stronger hulk we need,0,2025-12-30T16:31:52Z
@ShailendraDeogam-j2o1e,"""I knew it!""",0,2025-12-30T16:31:51Z
@maximusaurelius9906,"I'm beginning to pick up on a common theme here with the kids and parenthood. Ant-Man's got a kid. Reed and Sue have a kid. Hawkeye has a bunch of kids. Tony left a kid behind. 

Who else had this type of vulnerability?",0,2025-12-30T16:31:48Z
@sportmemer3178,"Thor must not return, he must be forced deeper into the mess, deeper and deeper and deeper until we get rune king Thor.",0,2025-12-30T16:31:47Z
@arijitadhikary5866,One more time again 😌❤️‍🩹,0,2025-12-30T16:31:46Z
@MartinKiweewa-d9h,Leaks are just epic,3,2025-12-30T16:31:45Z
@svedryk_72,"It's gonna be the most absolute cinema of them all, I CANNOT WAIT TO SEE IT",1,2025-12-30T16:31:40Z
@Mariofanaticanimations,Can’t wait to see the X Men trailer next,0,2025-12-30T16:31:39Z
@meyham007,0:38 The sound of Thunder ⚡ 🔥,6,2025-12-30T16:31:30Z
@user-zs5qj9wr2w,Waiting for the moment when thor meets loki,0,2025-12-30T16:31:28Z
@deicide_15,"""Bring me Thanos"" still gives me chills",0,2025-12-30T16:31:22Z
@matthewclune8352,Lol so they are just going back to the same bag of tricks from the past decade? What happened to new and fresh? Boring,0,2025-12-30T16:31:17Z
@miracleexpress4353,Why does he have short hair again?( bring his long hair back again!(,0,2025-12-30T16:31:17Z
@KabaliRatxa,Yeah he dead,0,2025-12-30T16:31:15Z
@Zitsu,peak,0,2025-12-30T16:31:15Z
@SonuAnsari-nb7fs,Thor😱🔥🔥🔥,0,2025-12-30T16:31:14Z
@lawrup,OMG GALACTIS IS COMING TO AVENGERS DOOMSDAY,0,2025-12-30T16:31:02Z
@AryanYadav-dd1ol,🔥🔥🔥🔥🔥🔥🔥,0,2025-12-30T16:31:02Z
@lakshminyamagoudar4262,We r ready for DOOMSDAY,0,2025-12-30T16:30:59Z
@sundaresanchinnasamy3043,Bring me Thanos 💪🏻🔥,0,2025-12-30T16:30:56Z
@Bayhaqinassir-i2m,Thor is the best 👌,0,2025-12-30T16:30:53Z
@tanishrealm,All leaks are getting released officially one by one 🔥🔥🔥,0,2025-12-30T16:30:53Z
@its-beean,"the movie better be 5 hours long , every scene is worthy",1,2025-12-30T16:30:52Z
@anthonydd-l8h,Let’s go we going have beast Thor back with his hair cut 😎,1,2025-12-30T16:30:52Z
@adrianamen16,"Thor no jokes, strong, powerful, I love it. ❤",0,2025-12-30T16:30:52Z
@yuvenasundar,0:43 😭📈peak ....,0,2025-12-30T16:30:47Z
@JoseGonzalez-gt7pb,Doctor Doom about to take all the hero’s kids.,0,2025-12-30T16:30:45Z
@FatBurner1994,at last Thor back become serious wise god again...not goof around like idiot make lame child joke,1,2025-12-30T16:30:45Z
@danishbabu4390,Finnaly OG Thor look back yeeeeeh🎉,0,2025-12-30T16:30:39Z
@Technical3patti00,Hindi dubbed YouTube 😢😢😢😢😢,0,2025-12-30T16:30:36Z
@WAMTheChimp69,Ok everyone has a kid now… 😂,0,2025-12-30T16:30:32Z
@chandupaupethma5539,"I think when Thor is praying for strength, Doom is not just  another villain 🙂",0,2025-12-30T16:30:21Z
@kimd7835,"""yay serious Thor"" people were so bored by serious Thor until Ragnarok learned how to play with his character and still keep the heart of his story. Then they acted like this was the problem with Thor all along because it wasn't done well for a movie or two. The important things are good writing and balance. Y'all have five second memories I swear it's like jingling keys.",1,2025-12-30T16:30:19Z
@srhtadn,This marketing is suck.,0,2025-12-30T16:30:18Z
@TheGammaGamer2010,This teaser is so good,0,2025-12-30T16:30:17Z
@H24-gtb,just saying this was better than the captain A vid it was crap,0,2025-12-30T16:30:14Z
@lonewalkerproductions,I can't wait for the Cyclops trailer 😭,1,2025-12-30T16:30:12Z
@lukecremeen8308,"Great trailer, I just wish I hadn’t already seen a 144p iPhone recording of it because Disney thinks they can get people to see the blue man group in theaters 4 times just to see a couple different trailers. Terrible marketing campaign",0,2025-12-30T16:30:11Z
@amita6h,Loki watching his bro from yggdrasil 👁 👁💚,0,2025-12-30T16:30:11Z
@ellagunawan,WHERE IS BRUCE BANNER?,0,2025-12-30T16:30:00Z
@cosmicpebble-s7z,Chris bhai is back on roids once more..,0,2025-12-30T16:29:58Z
@KhalilAhmad-i5z,At this point Batman will return in avengers doomsday 😁😁,0,2025-12-30T16:29:58Z
@aaronhinton92,Glad to see serious Thor again instead of goofball Thor!,0,2025-12-30T16:29:54Z
@JackCabrero,I saw an AI video that was very similar to this,0,2025-12-30T16:29:53Z
@peptobsmol,Remember when we could see the dislike bar on YouTube? I feel like the last 2 trailers would be badbad,0,2025-12-30T16:29:52Z
@Sageharts,"Look I’m sorry, I’m not taking any of this serious at all😭. Hope people enjoy it though",0,2025-12-30T16:29:51Z
@Spider-zg7ng,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,0,2025-12-30T16:29:51Z
@kumarsiva6231,"can someone be kind enough to suggest me a website which i can download the following marvel releases :
1.Wandavision
2. The falcon and the winter soldier
                               please respond so i can watch these and continue the other marvel releases before marvel releases                   
                               another movie or series.
       * I am watching all marvel releases in release order i have finished till spider man : far from home
       so i can continue please be kind enough to provide the relevant website i can wait to see all of them🥲
     🙃its the second time asking my friends the first was in previous avengers doomsday trailer 7 days ago 
     please help🥲",0,2025-12-30T16:29:49Z
@StrawHatCloud4116,This is A.I,0,2025-12-30T16:29:47Z
@MarvelAIStudios,Go Doom!,0,2025-12-30T16:29:46Z
@anonamos_,I thought this movie would be terrible but now after seeing all of these trailers I don’t think so anymore,0,2025-12-30T16:29:44Z
@the.albert.epstein,PEAK DETECTED,0,2025-12-30T16:29:42Z
@devanshshandilya7067,"Steve will return 
Thor will return 
But not tony as Ironman 😔
(Miss you 3000)❤",0,2025-12-30T16:29:40Z
@supersaiyanxp,"Rune King Thor, We Welcome you.",1,2025-12-30T16:29:40Z
@DreAmDocTa,I don’t ever want to see bro Thor again. Bring us the god of thunder!,0,2025-12-30T16:29:40Z
@ChristFirstMusicChannel,If Thor dies......,0,2025-12-30T16:29:39Z
@DelphinSquared,This is the one time I want Thor to survive. Just so he can go home to the one he holds dear.,0,2025-12-30T16:29:34Z
@LiOl-r4n2z,Meaningless trailer 😂😂mcu is cooked the movie is done but releasing in dec 2026 whole year from now 😂man  im done with marvel the run was great but its over  Deadpool and wolverine sucked so dod thunderbolts even doctor strange 3 😂antman 😂now we waiting another year  for this dump of a movie fantastic for sucked all the hype pf galutcus just so him.for 5 mins 😂 money always kills a great ideas or vision,0,2025-12-30T16:29:32Z
@이름없다-k4r,Thor will be dead☠️,0,2025-12-30T16:29:31Z
@DabinBuh,This will only work for me if they give every single one of the 30 characters in this movie a singular trailer thats super dramatic and serious,0,2025-12-30T16:29:16Z
@Arthor20105,I am waiting,0,2025-12-30T16:29:11Z
@MarkYaman,Serious tone Thor for the win!!!! Make Thor great again,0,2025-12-30T16:29:05Z
@DiegoTorres-ls8wh,I just have no hope in the mcu at this point but I thought the same thing when infinity war came out and it was peak so hopefully the same thing happens this time,0,2025-12-30T16:28:58Z
@anileus,Yeeeeaaaaahhhhhh!!! That's it!!!,0,2025-12-30T16:28:54Z
@diammonium,"Every week, one character. Please. And thank you!❤️",0,2025-12-30T16:28:53Z
@DinuthBandaranayake,Now that's how a god speaks❤️💥..,0,2025-12-30T16:28:43Z
@Giftie.P-e9e,I went for the head,0,2025-12-30T16:28:41Z
@singhav100,Thor with short hair = serious thor,1,2025-12-30T16:28:37Z
@hiiiiiiiii486,"The depthness in his voice , the seriousness that is something I needed from thor ;hope they just do something incredible with hulk as well ❤️‍🩹",0,2025-12-30T16:28:37Z
@indypartridge107,Mads Mickelson should be Dr Doom,0,2025-12-30T16:28:36Z
@Baddbros,Peak hype building,0,2025-12-30T16:28:36Z
@addictedtocalisthenics5823,Taika waititi should watch this 1 million times to pay for his sins.,0,2025-12-30T16:28:34Z
@odststalker5117,"I've said it before and I'll say it again here. Chris Hemsworth is the best actual actor in the MCU. He can play comedy well, if he's got the right material to work with. But he's an insanely believable dramatic actor",0,2025-12-30T16:28:30Z
@Louisiana-jb7mr,This must be the all-powerful version of Doom that stole the Beyonder's power cause Thor is praying and Cyclops is screaming 😮,0,2025-12-30T16:28:26Z
@schuylerwest7909,Okay you have my attention,0,2025-12-30T16:28:24Z
@petrenkolexandr,"Kratos, is that you?",0,2025-12-30T16:28:23Z
@KingBlueJay888,So we are getting a trailer for each hero until we get to Doom? And HOW MANY AVENGERS HAVE KIDS NOW!? AHHH!,0,2025-12-30T16:28:21Z
@rohitandley,Xmen trailer will blow everything away,19,2025-12-30T16:28:14Z
@ItsSketchyYT,1 more year boys ( and girls) 🥹🥹,0,2025-12-30T16:28:08Z
@Turo00620,He will finally use the Odin force 🙏,0,2025-12-30T16:28:04Z
@parbonmadhu9766,mcu might finally be back,0,2025-12-30T16:28:03Z
@updatestv9020,Finally serious Thor is back,0,2025-12-30T16:28:02Z
@Darkedits-x3x,This movie will be peak,0,2025-12-30T16:28:02Z
@zo_leo8401,the leaks were real,0,2025-12-30T16:28:00Z
@CaliMisfit,And this is why I love the Russo’s….THEY KNOW HOW TONWEITE CHARACTERS. That Thor line was better than any other Thor line that came from Wheddon and Taika films. Russos KNOW THOR!!!,0,2025-12-30T16:28:00Z
@bilinmeyenreyiz2716,Give us RKT (Rune King Thor) in the movie we are waiting,1,2025-12-30T16:28:00Z
@Darkedits-x3x,I thought this was ai,0,2025-12-30T16:27:52Z
@ammarnizar5217,🎉🎉🎉,0,2025-12-30T16:27:52Z
@LinajeSayan,Love y thunder,0,2025-12-30T16:27:51Z
@Ajeyjadav3DGeneralist,"This time, history will be made in the film industry! ",0,2025-12-30T16:27:47Z
@klanders6268,Hopefully this will redeem his character from that piece of trash Love and Thunder,0,2025-12-30T16:27:46Z
@ItsSketchyYT,I think we can all agree the first two Thor movies were quite boring but making Thor like star lord wasn’t the best idea but his look in infinity war and attitude in infinity war and endgame was  peak Thor but he needs to be more like a god rather than a joke but still maintain a little joke aspect but fade later in the movie,0,2025-12-30T16:27:43Z
@FreedyBoi,"he’s dying 100%, calling it a year out from now…",0,2025-12-30T16:27:38Z
@BombayGamer-sz6dp,Why does this feel AI generated....,0,2025-12-30T16:27:38Z
@merazo12,LETS GO,0,2025-12-30T16:27:37Z
@iiqhtninq,Oh he dead dead,1,2025-12-30T16:27:34Z
@ProfessorWillow,I thought Thor lost an eye,0,2025-12-30T16:27:34Z
@arkangelgaming35,These vignettes are awesome.,0,2025-12-30T16:27:32Z
@marty2038,Got chills on this one 😮,0,2025-12-30T16:27:30Z
@rinugohil692,This thing gave me goosebumps more than steve roger's trailer. My heart was about to have a heart attack,0,2025-12-30T16:27:22Z
@TheCorgies,Disney is so desperate they need to bring all OG Avengers back because what they did after that were all garbage.,0,2025-12-30T16:27:13Z
@Brevski,Thor might show his true power in doomsday,0,2025-12-30T16:27:11Z
@MBTechnologya,Superior,0,2025-12-30T16:27:10Z
@vinitrajendraphatak,Muscular Thor is better ❤,0,2025-12-30T16:27:09Z
@khumanmani3047,Marvel copy from the leak video you are very late Marvel,0,2025-12-30T16:27:08Z
@MangoSaitama,Do they changing story,0,2025-12-30T16:27:05Z
@kuhneegit,"At this point I don’t even care if this is a great movie, just make me feel like it’s 2017 again",0,2025-12-30T16:26:59Z
@AshKetchum_Here,A more serious Thor is always a good thing to see.,0,2025-12-30T16:26:58Z
@Indomitable855,Annd they delayed it by 1 month again.,0,2025-12-30T16:26:56Z
@AbdulKadir-u3m5z,Thor fans attendance,0,2025-12-30T16:26:56Z
@ANKIT00989,Thor beard says it all🔥,0,2025-12-30T16:26:55Z
@ranibs5158,"Thor, your already a god Jus figure out smthn.....",0,2025-12-30T16:26:50Z
@Reamlzishere,No more funny buisness. Don't ruin this...,0,2025-12-30T16:26:48Z
@emograss8843,Finally back to a serious thor love Taika but my God he destroyed Thors Character,0,2025-12-30T16:26:48Z
@Jeremyvinz,Looks like ai video,0,2025-12-30T16:26:45Z
@Shorsse,Now this is epic,1,2025-12-30T16:26:41Z
@Isaacemmanue-z3s,Is he praying,0,2025-12-30T16:26:37Z
@eonian5511,"“A life untouched by the storm.” Such a powerful line, depicting all the battles Thor gave with thunder and lightning ⚡️",126,2025-12-30T16:26:33Z
@FarkYouCCB,omg who the hell cares. MCU had its time but now it is dead,0,2025-12-30T16:26:30Z
@Gandalf-b5x,We’re getting a stronger infinity war Thor,0,2025-12-30T16:26:29Z
@thiagorafaelsabin3556,"é, meus amigos, tem boleto pra td mundo ne?",0,2025-12-30T16:26:25Z
@onewhogetsbread9975,"Thank you Thunderbolts and Avengers Doomsday for actually speaking to the real struggles of people

Fantastic four, not so much",0,2025-12-30T16:26:20Z
@ultimateexpression8831,I want this movie to be 4 hrs long,0,2025-12-30T16:26:18Z
@CobyMitchell-n6k,Maybe the Russo brothers should the direct the next thor movie.,0,2025-12-30T16:26:18Z
@woopig4419,MIGHTY MJOLJNIR,0,2025-12-30T16:26:17Z
@anandv6334,Let's hope This version of Chad Thor is not a Same Bait used in Endgame trailers 😂,0,2025-12-30T16:26:16Z
@Carlos2008-t9h,Please please next tony plssss…,0,2025-12-30T16:26:16Z
@6x10tothepowerof23,No way it’s here,0,2025-12-30T16:26:08Z
@kadyr_look,I'm here until 2 million views !,0,2025-12-30T16:26:05Z
@yousetvlogs874,Aunt may will return in avengers : doomsday gonna be a blast,0,2025-12-30T16:26:02Z
@cricketlover-xi4bh,My Favourite hero is back in best hear cut to the Roar,1,2025-12-30T16:26:00Z
@sonalkss6973,True Marvel is back.❤️❤️👌,0,2025-12-30T16:25:59Z
@Hanes4Heroes,Now that was beautiful 😮‍💨🔥🔥 give me the movie now!,0,2025-12-30T16:25:58Z
@tarunkhatter9891,@marvelentertainment - you are doing a pathetic job with these teasers as it’s not creating a hype it demoting the craze. As you want people to watch the teaser only in theatre but there are leaks happening before so are you promoting Avatar which is not considered a good one now.,0,2025-12-30T16:25:57Z
@yogeshwarshirsath8956,🌩️⚡🔨🫲🏻,0,2025-12-30T16:25:56Z
@ChristopherToro,I need an actual trailer Marvel…🙏,0,2025-12-30T16:25:56Z
@muhammadrisky4757,deadpool gonna be in this? just like the deadpool and wolv LOL,0,2025-12-30T16:25:54Z
@AnnoyedMoonRed,"From Bangladesh 🇧🇩🇧🇩

 I want to see these old faces again. Because losing them means Hollywood will also be destroyed. Because they are all the same emotions.",0,2025-12-30T16:25:54Z
@Pelerin985,"So he finally expelled the Taika Waititi out of himself

Neat",0,2025-12-30T16:25:53Z
@Slicedude2004,Man Thor's monologue here is pretty epic,1,2025-12-30T16:25:52Z
@Sidthesexiest,"Ok so in this clip, Thor is in Valhalla and is asking the all fathers (plural) to return to the living (home) and save his daughter. What I want to know is how did Thor die?",0,2025-12-30T16:25:51Z
@crownzero8964,why so late marvel we already watched,0,2025-12-30T16:25:46Z
@JodieMotovlogHD,New skin unlocked : Infinity War Thor! 🔥,0,2025-12-30T16:25:46Z
@ChalakaS,Maybe Rune King Thor from old comics coming...❤,1,2025-12-30T16:25:40Z
@dylansharp8471,"1) TIL Chris Hemsworth has a YouTube channel.
2) Nice to see them still acknowledge Love and Thunder despite the not-so-well reception. Hope the same happens with some of the other lesser like stuff, like Quantumania, She-Hulk; Secret Invasion, etc. (Yeah I said it!)",0,2025-12-30T16:25:37Z
@underdogphooey,"No hate, I hope the movie does well and all, but is anyone else just not hyped at all? Like this feels so forced, especially with all the casting decisions. No real buildup to Doom like Thanos had either, which just ends up making his whole threat kinda underwhelming. I also worry about how the movie could turn out to be fan service over substance :/ I dunno, I love the Avengers so I genuinely hope it's good😅",0,2025-12-30T16:25:36Z
@williamjthompsonjr,Thank you for not treating Thor as a joke.,0,2025-12-30T16:25:31Z
@匿名-l9s8k,Even Thor is not very happy about the current state of MCU,0,2025-12-30T16:25:31Z
@Pittanza,Thor will reThorn,0,2025-12-30T16:25:30Z
@LoneWolf42389,"So in two official AVG:D trailers, Steve Rogers and Thor Odinson each have a child as well as Tony and Pepper's daughter from ""Endgame"". Kevin Feige's MCU planning for the future continuity of The Avengers franchise with ""The Avengers: Heirs to the Empire"".😅",0,2025-12-30T16:25:29Z
@MemberofTheCovennant,🎉,0,2025-12-30T16:25:29Z
@bangpalin8653,"If GTA 6 got delayed again, so we got Avengers Doomsday before GTA 6",0,2025-12-30T16:25:28Z
@tahsinhuq5137,That is THE GOD OF THUNDER.....WE ARE SO BACK,0,2025-12-30T16:25:27Z
@crazyforgaming490,Thor ❤❤❤,0,2025-12-30T16:25:27Z
@Tausif7024,Peak thor writing after avengers infinity war now it looks like that we will get to see god of thunder with a human heart......,1,2025-12-30T16:25:24Z
@rqany,A GOD PRAYING FOR STRENGTH,0,2025-12-30T16:25:24Z
@yankeefernandez,I like how the trailer is collabed with Chris Hemsworth's YouTube channel. That seems new.,0,2025-12-30T16:25:21Z
@josiahallen6369,Goosebumps bro..... wow,2,2025-12-30T16:25:20Z
@AngusJo,"The question is, can I still enjoy the movie even if I haven't watched any Marvel movies or series in the last two years? I've been out of the loop for a while, but I would give a new Avengers movie a chance.",0,2025-12-30T16:25:19Z
@shakuchavda4421,I'm so much excited 📈🔥,0,2025-12-30T16:25:15Z
@iftyifty7138,Infinity Thor is back ❤,0,2025-12-30T16:25:13Z
@JaquesWebbster,I have a feeling this man is gonna be absolutely destroyed,0,2025-12-30T16:25:11Z
@Thiaguim899,Thats insane,1,2025-12-30T16:25:10Z
@HawakinsHeros03,"Let's be honest, this is the last movie we will seen Thor for the last time😢",0,2025-12-30T16:25:06Z
@littlemisshero5447,Please let him be okay🥺💖,0,2025-12-30T16:25:00Z
@GuptaJiGamingOP,so we are getting every anvenger's clip,28,2025-12-30T16:25:00Z
@sarahtobore2832,Nostalgia-slop,1,2025-12-30T16:24:56Z
@Booby855,Oh man is Thor going to go on a journey to find himself for the 17th time?!,1,2025-12-30T16:24:52Z
@TusharTuvid-zi9yb,I want to hear - Bring me doom 🔥,1,2025-12-30T16:24:47Z
@wiselol7622,THIS JUST SCALES EVERYTHING EVEN HIGHER!!,0,2025-12-30T16:24:45Z
@onlyNexttoppers,Break all the records in 2026 2026 and 2027 will be marvel universe years ❤,0,2025-12-30T16:24:44Z
@mrtimo3822,Ai,0,2025-12-30T16:24:41Z
@MoFiTheMagnificent,bro thinks hes kratos,0,2025-12-30T16:24:40Z
@kennethsatria6607,Please fix Hulk too while you're at it,0,2025-12-30T16:24:40Z
@thecrlghs,So much better than the over-the-top campyness of the last Thor movie.,0,2025-12-30T16:24:38Z
@summerlifestylemiss3532,😂😅ils reviennent tous. C'est pas un peu ridicule.,0,2025-12-30T16:24:36Z
@MimiPipoo,Can't take Thor seriously. This just seems off. You made him a joke might as well retcon all the slop that has happened with Loki. 0:59 just as it cuts I bet that's where the gag comes in to make a joke of the scene anyway.,0,2025-12-30T16:24:36Z
@nismofury,Spoiler alert Thor and Cap die ... bit come back in Secret Wars,0,2025-12-30T16:24:34Z
@PKZGOFFICIAL,Everyone thinks doom is dangerous but no one thinks marvel secretly trying to built doom character in every marvel character past so they all connected with them,0,2025-12-30T16:24:34Z
@onewhogetsbread9975,Post the X-Men one,0,2025-12-30T16:24:33Z
@userxv,LAAAAAAAAAAAME,0,2025-12-30T16:24:32Z
@carbinator-2578,Next want  to see the angry HULK,0,2025-12-30T16:24:30Z
@GAURAV-NATH___77,Epic cinema we are very exited🎉,1,2025-12-30T16:24:27Z
@QualquerCaraa,tomy sterk is ductur destino,0,2025-12-30T16:24:27Z
@christiangachaanimation8946,What I think is so interesting is the fact that that’s Chris’s actual daughter in real life.,0,2025-12-30T16:24:24Z
@fernandesalexf,"ok, so most of them are fathers now",0,2025-12-30T16:24:21Z
